% Model:              C2noStructPeEpsMin1Eps002.mph
% Version:            COMSOL 5.6.0.280
% Date:               Apr 22 2021, 16:40
% Dimension:          2
% Nodes:              3001
% Expressions:        5
% Description:        Velocity field, x component, Velocity field, y component, Concentration, Gradient of c2, x component, Gradient of c2, y component
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  u2 (1)                   u2x (1/m)                u2y (1/m)
0                         -1.798                   0                        0                        4.124301188724462E-8     4.440244223214828E-7     1.326309348446871E-6
0                         -1.797                   0                        0                        4.260371766976609E-8     4.725477146406574E-7     1.395102216595787E-6
0                         -1.796                   0                        0                        4.4033216320436174E-8    5.010710069598265E-7     1.4638950847446883E-6
0                         -1.795                   0                        0                        4.5531507839255476E-8    5.295942992790022E-7     1.5326879528936046E-6
0                         -1.794                   0                        0                        4.709859222622336E-8     5.581175915981715E-7     1.6014808210425058E-6
0                         -1.793                   0                        0                        4.873446948134051E-8     5.866408839173462E-7     1.6702736891914223E-6
0                         -1.792                   0                        0                        5.04391396046062E-8      6.151641762365154E-7     1.7390665573403242E-6
0                         -1.791                   0                        0                        5.2212602596021177E-8    6.436874685556903E-7     1.8078594254892403E-6
0                         -1.79                    0                        0                        5.4054858455584676E-8    6.722107608748595E-7     1.8766522936381413E-6
0                         -1.789                   0                        0                        5.5965907183297486E-8    7.007340531940343E-7     1.945445161787058E-6
0                         -1.788                   0                        0                        5.794574877915877E-8     7.292573455132032E-7     2.0142380299359595E-6
0                         -1.787                   0                        0                        5.999438324316942E-8     7.577806378323786E-7     2.083030898084876E-6
0                         -1.786                   0                        0                        6.211181057532853E-8     7.863039301515479E-7     2.151823766233777E-6
0                         -1.785                   0                        0                        6.429803077563699E-8     8.148272224707221E-7     2.2206166343826933E-6
0                         -1.784                   0                        0                        6.655304384409389E-8     8.433505147898921E-7     2.2894095025315953E-6
0                         -1.783                   0                        0                        6.887684978070023E-8     8.718738071090676E-7     2.3582023706805127E-6
0                         -1.782                   0                        0                        7.126944858545489E-8     9.003970994282358E-7     2.4269952388294126E-6
0                         -1.781                   0                        0                        7.373084025835905E-8     9.289203917474106E-7     2.495788106978329E-6
0                         -1.78                    0                        0                        7.626102479941154E-8     9.574436840665804E-7     2.564580975127231E-6
0                         -1.779                   0                        0                        7.886000220861353E-8     9.859669763857562E-7     2.6333738432761473E-6
0                         -1.778                   0                        0                        8.152777248596384E-8     1.0144902687049242E-6    2.702166711425049E-6
0                         -1.777                   0                        0                        8.426433563146365E-8     1.0430135610241004E-6    2.7709595795739646E-6
0                         -1.776                   0                        0                        8.706969164511176E-8     1.0715368533432692E-6    2.8397524477228667E-6
0                         -1.775                   0                        0                        8.994384052690941E-8     1.1000601456624442E-6    2.9085453158717836E-6
0                         -1.774                   0                        0                        9.288678227685532E-8     1.1285834379816128E-6    2.977338184020685E-6
0                         -1.773                   0                        0                        9.58985168949508E-8      1.1571067303007888E-6    3.046131052169601E-6
0                         -1.772                   0                        0                        9.89790443811945E-8      1.1856300226199574E-6    3.114923920318503E-6
0                         -1.771                   0                        0                        1.0212836473558781E-7    1.2141533149391321E-6    3.183716788467418E-6
0                         -1.77                    0                        0                        1.0534647795812933E-7    1.2426766072583016E-6    3.2525096566163207E-6
0                         -1.769                   0                        0                        1.0863338404882047E-7    1.2711998995774776E-6    3.321302524765236E-6
0                         -1.768                   0                        0                        1.1198908300765979E-7    1.299723191896645E-6     3.3900953929141368E-6
0                         -1.767                   0                        0                        1.1541357483464879E-7    1.328246484215822E-6     3.4588882610630554E-6
0                         -1.766                   0                        0                        1.1877518613297654E-7    8.348396083515422E-7     2.9825552809472683E-6
0                         -1.765                   0                        0                        1.2186975248950984E-7    9.245548354576504E-7     3.206577432118644E-6
0                         -1.764                   0                        0                        1.2518834099721378E-7    1.0142700625637428E-6    3.430599583289967E-6
