% Model:              C2DNSEps01Pe1.mph
% Version:            COMSOL 5.6.0.280
% Date:               Apr 22 2021, 17:05
% Dimension:          2
% Nodes:              4001
% Expressions:        5
% Description:        Velocity field, x component, Velocity field, y component, , , Gradient of c, y component
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  u2 (1)                   u2x (1/m)                u2y (1/m)
-0.871                    -0.5                     0.9537373102957287       -1.2229983481745293E-5   0.9999989779322949       -2.6323577907865736E-5   -3.6153621580105333E-9
-0.87                     -0.5                     0.953060579966052        -1.2314753546052545E-5   0.9999989513210922       -2.689882724924431E-5    -3.7148797869148285E-9
-0.869                    -0.5                     0.9523797133195125       -1.239937908106005E-5    0.9999989241346404       -2.7474076581741116E-5   -3.814411626685393E-9
-0.868                    -0.5                     0.9516947103561099       -1.248386008677014E-5    0.9999988963729389       -2.8049325921343335E-5   -3.913929255589689E-9
-0.867                    -0.5                     0.9510055710758447       -1.2568196563182424E-5   0.9999988680359885       -2.8624575268050985E-5   -4.0134539899194155E-9
-0.866                    -0.5                     0.9503122954787162       -1.2652388510294811E-5   0.9999988391237884       -2.9199824591666E-5      -4.112978724256846E-9
-0.865                    -0.5                     0.9496148835647251       -1.2736435928108164E-5   0.9999988096363392       -2.977507393393276E-5    -4.212499905882523E-9
-0.864                    -0.5                     0.948913335333871        -1.2820338816622088E-5   0.9999987795736407       -3.0350323270870446E-5   -4.312021087506274E-9
-0.863                    -0.5                     0.9482076507861538       -1.2904097175838852E-5   0.9999987489356927       -3.092557261047267E-5    -4.411545821837927E-9
-0.862                    -0.5                     0.947497829921574        -1.2987711005755829E-5   0.9999987177224956       -3.1500821947410355E-5   -4.511059009855901E-9
-0.861                    -0.5                     0.946783872740131        -1.307118030637312E-5    0.9999986859340486       -3.207607128434805E-5    -4.610590849620688E-9
-0.86                     -0.5                     0.9460657792418252       -1.315450507769394E-5    0.9999986535703529       -3.265132063149979E-5    -4.7101124753278724E-9
-0.859                    -0.5                     0.9453435494266565       -1.323768531971407E-5    0.9999986206314074       -3.322656996088796E-5    -4.8096334349072596E-9
-0.858                    -0.5                     0.9446171832946253       -1.3320721032436463E-5   0.9999985871172131       -3.3801819304535555E-5   -4.909158252511657E-9
-0.857                    -0.5                     0.9438866808457305       -1.3403612215858994E-5   0.9999985530277691       -3.437706864275694E-5    -5.0086760201967194E-9
-0.856                    -0.5                     0.9431520420799732       -1.3486358869983141E-5   0.9999985183630756       -3.495231798835437E-5    -5.108186543676545E-9
-0.855                    -0.5                     0.9424132669973528       -1.3568960994808904E-5   0.999998483123133        -3.552756732507001E-5    -5.207725932958382E-9
-0.854                    -0.5                     0.9416703555978697       -1.3651418590335019E-5   0.9999984473079412       -3.6102816665116325E-5   -5.3072400091547755E-9
-0.853                    -0.5                     0.9409233078815236       -1.3733731656563147E-5   0.9999984109174997       -3.667806599317223E-5    -5.406743427207244E-9
-0.852                    -0.5                     0.9401721238483144       -1.38159001934921E-5     0.999998373951809        -3.7253315332774456E-5   -5.5062770433288715E-9
-0.851                    -0.5                     0.9394168034982424       -1.3897924201123139E-5   0.9999983364108689       -3.782856467326486E-5    -5.605808883091733E-9
-0.85                     -0.5                     0.9386573468313076       -1.3979803679454495E-5   0.9999982982946799       -3.840381401641979E-5    -5.705335393786002E-9
-0.849                    -0.5                     0.9378937538475098       -1.4061538628486636E-5   0.999998259603241        -3.897906334891659E-5    -5.804854799050989E-9
-0.848                    -0.5                     0.9371260245468492       -1.4143129048221223E-5   0.9999982203365528       -3.9554312683189746E-5   -5.904370651602296E-9
-0.847                    -0.5                     0.9363541589293256       -1.4224574938656093E-5   0.9999981804946158       -4.012956203877918E-5    -6.0039167022198735E-9
-0.846                    -0.5                     0.9355781569949391       -1.4305876299792992E-5   0.9999981400774289       -4.070481136417055E-5    -6.10343433112802E-9
